Competência	Código da terminologia	Nome da terminologia	Código do Termo	Termo	Data de início de vigência	Data de fim de vigência	Data de fim de implantação	Tipo de Ação
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503895	"Captura/Amplificação e subsequente sequenciamento de regiões genômicas DE MAIS DE 30 MEGABASES DE DNA TUMORAL PARA ANÁLISE DE MUTAÇÕES SOMÁTICAS por qualquer técnica de sequenciamento (Sanger ou qualquer forma de sequenciamento de nova geração – NGS); INCLUI EXOMA TUMORAL"	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503909	Quantificação  de  proteína  beta  amilóide-42,  no  líquido  cefalorraquidiano  (LCR)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503917	Quantificação de carga viral HIV-1 (HIV RNA) no líquido cefalorraquidiano (LCR)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503925	Quantificação  de  proteína  Tau-fosforilada,  no  líquido  cefalorraquidiano  (LCR)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503933	Quantificação de proteína Tau-Total, no líquido cefalorraquidiano (LCR)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503941	Detecção  de  anticorpo  IgG  anti-HTLV-1/2  no  líquido  cefalorraquidiano  (LCR)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40503950	Painel multiplex infeccioso no líquor - painel com até 25 agentes	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40708136	PET CT neurológico com FDG	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40710122	Tratamento de metástases ósseas com isótopos alfa emissor - por dia de atendimento (até o início do próximo ciclo - intervalo de 4 a 8 semanas)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40808319	Colocação de clipes(s) pré QT neoadjuvante em axila – cada lado (não inclui o exame de base)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40808327	Colocação de clipes(s) pré QT neoadjuvante em mama – cada lado (não inclui o exame de base)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40812162	"Cone beam CT ou Tomografia Computadorizada em ""Feixe Cônico"" intra operatória"	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40814181	Ablação percutânea de tumor renal (qualquer método) 	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40814190	Embolização das artérias prostáticas, por vaso 	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40814203	Neurólise de plexo nervoso guiado por tomografia computadorizada	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40814211	Radioembolização hepática	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40814238	Termoablação para nódulos benignos de tireoide	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40901777	Ecocardiograma transtorácico tridimensional	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40901785	Ecocardiograma transesofágico tridimensional	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40901807	Ecocardiograma transtorácico com STRAIN bidirecional (inclui transtorácico)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40901815	US - Órgão ou estrutura isolada com contrate microbolhas	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40901831	Elastografia por onda de cisalhamento (shear wave) da próstata dirigida por ultrassonografia modo B	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40901840	Elastografia por onda de cisalhamento (shear wave) de estrutura superficial dirigida por ultrassonografia modo B (mama ou cervical ou axila ou músculo ou tendão ou tireóide)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41301560	Campimetria blue-yellow (perimetria azul amarelo)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501276	Biometria óptica 	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501284	Tomografia por impedância elétrica do tórax	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501292	Titulação da PEEP decremental orientada por tomografia por impedância elétrica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501306	Perfusão pulmonar por tomografia por impedância elétrica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501314	Angiografia de grande angular (AGA)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	41501322	Angiotomografia ocular (ATO)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30307147	Tratamento ocular quimioterápico com anti-angiogênico (por sessão)	01/08/2021		31/08/2014	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303102	Histerectomia total - via abdominal	01/08/2021		15/10/2010	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303188	Histeroscopia com ressectoscópio para polipectomia, metroplastia, endometrectomia e ressecção de sinéquias	01/08/2021		15/10/2010	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31309046	Cerclagem do colo uterino via vaginal	01/08/2021		15/10/2010	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809153	Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RX (não inclui o exame de base)	01/08/2021		31/08/2014	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809161	Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por US (não inclui o exame de base)	01/08/2021		31/08/2014	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809170	Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por TC (não inclui o exame de base)	01/08/2021		31/08/2014	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40809188	Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RM (não inclui o exame de base)	01/08/2021		31/08/2014	Alterado
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	10106162	Atendimento para avaliação oftalmológica ao recém-nascido em berçário ou UTI	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101244	Avaliação e seleção para implante coclear unilateral	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101287	Reflexo estapediano eliciado eletricamente unilateral	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101309	Avaliação clínica pré coleta de líquor no teste de punção lombar única ou repetida – TAP test	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101317	Avaliação clínica pós coleta de líquor no teste de punção lombar única ou repetida – TAP test	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101325	Avaliação e diagnóstico de morte encefálica - exame clínico que confirme coma não perceptivo e ausência de função tronco encefálico	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101333	Avaliação e diagnóstico de morte encefálica - teste de apneia que confirme ausência de movimentos respiratórios após estimulação máxima dos centros respiratórios	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101341	Avaliação neurológica ampla - ANA	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101368	Teste de provocação oral (TPO) com alimentos	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101376	Teste cutâneo de puntura ou intradérmico com medicamentos (até 3 drogas)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101384	Teste de provocação com medicamentos via oral	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101392	Teste de provocação com medicamentos via injetável	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101414	Acompanhamento clínico ambulatorial do tabagista, por avaliação, do 1º ao 90º dia, até 7 avaliações clínicas	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101430	Acompanhamento clínico ambulatorial do pós-operatório de cirurgia de catarata congênita ou glaucoma congênito, por avaliação do 11º ao 30º dias, até 3 avaliações, em consultório	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101449	Acompanhamento clínico ambulatorial da retinopatia da prematuridade por avaliação do 1º ao 30º dia, até 5 avaliações, em consultório	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20101457	Acompanhamento clínico ambulatorial de uveítes anteriores agudas e/ou coriorrenites focais ou disseminadas em atividade por avaliação do 1º ao 30º dia, até a5 avaliações, em consultório	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20102151	Gestão de pacientes com apneia obstrutiva do sono elegíveis para tratamento com pressão positiva contínua em via aérea	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20102160	Monitorização ambulatorial da pressão arterial de 5 dias - MAPA 5d	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20102178	Monitorização contínua da insuficiência respiratória em pacientes com esclerose lateral amniotrófica (ELA) que necessitam de assitência ventilatória não-invasiva	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20104456	Tratamento preventivo da migrânea crônica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20104472	Terapia subcutânea com imunoglobulina humana policlonal	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20104499	Terapia biológica anti-reabsortiva óssea subcutânea - ambulatorial	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20104502	Terapia anabólica óssea subcutânea - ambulatorial	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20201150	Acompanhamento clínico hospitalar do tabagista em síndrome de abstinência, por avaliação, com visitas pós internação e pré alta, limitada a 2	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20204213	Terapia biológica anti-reabsortiva óssea subcutânea - hospitalar	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	20204221	Terapia anabólica óssea subcutânea - hospitalar	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30303125	Reconstrução de superfície ocular com membrana amniótica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30304130	Preparo da membrana amniótica para procedimentos oftalmológicos	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30304148	Planejamento personalizado da ablação refrativa com base na análise da frente de onda ocular total ou da córnea (monocular)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30306086	Implante refrativo de lente intraocular fácica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30404150	Procedimento cirúrgico de implante coclear unilateral (primeira implantação ou substituição)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602360	Mamoplastia feminina (com ou sem uso de implantes mamários) pós-bariátrica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602378	Mamoplastia masculina pós-bariátrica	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602386	Adenomastectomia / mastectomia preservadora de pele, aréola e papila	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602394	Adenomastectomia com redução de excesso de pele	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602408	Capsulectomia - ressecção de cápsula da prótese unilateral	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602416	Mastectomia preservadora de pele	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602424	Papilectomia de mama - unilateral 	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602432	Reconstrução mamária com retalho livre microcirúrgico	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602440	Reposicionamento com complexo aréolo-papilar - unilateral	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30602467	Reconstrução mamária com retalho miocutâneo de grande dorsal 	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30806062	Hérnia diafragmática congênita - tratamento cirúrgico (qualquer via)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30806070	Hérnia diafragmática congênita - tratamento cirúrgico por vídeo	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30912300	Oclusão do apêndice atrial esquerdo	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30912318	Angioplastia transluminal percutânea por balão para tratamento de oclusão coronária crônica com ou sem stent	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	30918049	Avaliação do limiar de desfibrilação ventricular	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31101607	Pieloplastia na criança	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31101615	Pieloplastia laparoscópica unilateral na criança	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31203167	Tumor testicular na criança	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303340	Implante subdérmico hormonal para contracepção - remoção	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303374	Implante de dispositivo intra-uterino (DIU) hormonal - remoção	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31303382	Implante de dispositivo intra-uterino (DIU) não hormonal - remoção	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31307299	Endometriose  profunda - tratamento cirúrgico (não inclui ureterólise e abordagem de outros órgãos pélvicos)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31309267	Tamponamento uterino para hemorragia pós-parto (pós-cesárea ou parto vaginal) - qualquer tipo de balão intrauterino	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	31603017	Atendimento médico do plantonista em sala de recuperação pós-anestésica geral ou pediátrica, por paciente, por hora (até 6 horas)	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40202780	Biópsia endoscópica por órgão	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40202798	Ecobroncoscopia com punção aspirativa com agulha fina	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40324800	Teste anti-SARS-CoV-2 (Coronavírus COVID-19), pesquisa quantitativa de anticorpos (IgG) neutralizantes	01/08/2021		31/10/2021	Incluído
Julho/2021	22	Terminologia de procedimentos e eventos em saúde	40325016	Teste SARS-COV-2 (Coronavírus COVID-19), teste rápido para anticorpos totais, IgM ou IgG, IgM e IgG	01/08/2021		31/10/2021	Incluído
